text,labels
"I'm not following my ""Whatch what I Eat "" or ""Eat Healthy"" because I didn't Work Out today and Ive been eating a little bit of junk food.",2
"I'm stressed about not being able to see my family. Also, uncertain when work resumes.",6
"I am too keyed up an distractable, all the time, terrified about everything I haven't done that I should do.",0
i'm going to be applying and interviewing for pharmacy schools soon and it's stressful.,5
Hey! How are you?Thanks for asking. I feel stressed cooking everyday.,0
"i told you, my problem is at work.",3
Sorry i had to do that my mom is driving me insane.,6
money,7
when i sleep on a retarded schedule i tend to get depressed.,8
Im sure you know already! The virus like everyone else!,7
Once I get into work we have all sorts of problems that keep me tied up until noon.,3
I've been stressing about finances.,7
"It is becoming very difficult to maintain contact, though; as they sign off before I can message them....",4
"I've been worrying a lot lately, and I cannot talk about so many of those worries..",0
my bill,7
"it's not like I can bond with my family, because they ignore me and they dislike me.",6
i want to earn more money.,7
All my relationships aer unstable.,4
what if we break up because i feel that i need to exlpore?,4
I am very stressed about COVID-19,8
"I've been having serious problems with depression latly, I'm just so lonely.",0
Bills were late and I couldn't aford a babysitter for her.,7
My stepdad seems to have a problem with EVERYTHING I do these days.,6
My money is now a issue and possible being screwed over like my parents are.,7
My classes are a bit more intense and I'm a little stressed with homework and studying for exams.,5
i'm stressed about my new job. expectations are higher and i'm playing catch up.,3
"What and how am I going to do? Seriously, I can't foresee my future and I'm worrying every now and then.",1
"my job, i'm not sure if i like it",3
i haven't been sleeping well lately.,8
"pests get really fkking angry when you try to blow them off, and that can be really awk when you have guests. as in, omg",4
I am massively frustrated with just about every aspect of my life from family to school to boys to friends to work to you name it basically.,5
the lack of leadership at work.,3
I'm not really enjoying my job downtown lately.,3
"Its really hard to balance out my time, and my friends.",4
I lost half my income due to COVID,7
with the encounter looming there was a lot of work to do.,4
" I was super tired and just didn't feel like being sociable, which you absolutely have to be at my job.",4
"My body aches from tossing and turning all nightm waking up, falling asleep, waking up, falling asleep, when i finally slept i had more of those lucid nightmares.",8
I assume it from stress and tiredness.,2
i have one close friend . and i have fight with her. she did not talk to me . so i am ve,4
i am stressed out about bills because we have lost income we normally receive. e.,7
it happens sorry change is very stressful for me.,0
" Ive thought about it a lot, and I just can't afford it this time around.",7
"lack of work, ive just been stuck in the house too long.",3
Haven't I been having issues with the aforementioned roommate?,4
Its just every day it seems i curse myself for wanting to be something that is so difficult.,1
"life, bills and work is a major part.",7
my dog keeps barking,2
my appointment with the dental surgeon has been stressing me out recently.,8
Just the usual work and family stuff,3
"as you passed out fast on my shoulder, I imagined a child waiting so sad and still for his mom to arrive.",1
i'm having trouble finding work.,3
i just need to sort a lot out and i think its time i got help from people who really know what is wrong with me.,4
i could use some therapy on my back..it's been killing me for about 3 years.,8
"I had only had 2 beers, but I had been sick for 4 days, hadn't really slept, and was under a lot of stress.",8
i have been stressed about picking up sub jobs,3
i recently made a large purchase and have found myself financially unstable.,7
"I found out about his prior girlfriends today, and it seems as if they were all disfunctional relationships where he didn't really like the person.",4
i am not ambitious enough to accomplish my goals.,1
"Yet, at the same time, am I gossiping right now telling you that I'm frustrated with my gossiping friends?",4
Having to pay my student loans,7
So far my compy has been giving me problems.,3
i want something to do today but everyone is busy.,2
today i couldnt wake up for school.,5
this person i work with is driving me crazy.,4
"i can't take the way i feel everyday... about school, about mom and dad, about hurting myself, about letting go.",6
damn my lack of money.,7
dude i just lost a really important entry and i'm not happy.,0
i applied for disability awhile back and i got a denial letter in the mail today.,7
i really want to work on my project but i just don't have the energy.,8
"she was crying the other day because it had been a month since our dog, Rocky, died.",0
I can't sleep anymore and I know it's a problem I need to fix but I can't seem to be able to.,8
"i've been really busy at work, and having my monitor at home crap out on me has made things difficult there too.",3
money situation in running low this month and bills are pileing up,7
I've been feeling weary again about going back to school.,5
"I feel under a lot of pressure lately, things with my gf are shakey.. i really do not wish to get into it.",4
The COVID-19 virus and the effect it's had on my life.,0
the problem is my computer is all screwy and it won't let me update from home.,2
"Thinking some, and realized that Im gonna have a hard time working with my whole situation going on.",3
I think im just frustrated with a lot of the stuff that has been going on in my life.,0
Everything about this virus is stressing me out.,8
my sister is leaving for trucking school and i am going to be taking care of her 6 kids,6
I've been stressed about my romantic relationship lately.,4
I didn't get money for the summer semester so its been rough the last few months.,5
"I suddenly find myself longing for the routine we had in Hawai'i, where our biggest concerns for the day were preparing, consuming and cleaning up meals.",0
"unfortunately, I have to go to work today and won't be able to watch it!",2
i just got my student loan bill and i don't know how i'm going to pay this.,7
school sux. no time to do anything. stuck on bus.,5
my daughter wont pick up after herself even after numerous things taken away from her.,6
Just been stressed with all the pandemic stuff going on.,8
Tired eyes and a sore heart.,8
Going out to the store and ppl sneezing without covering the mouth OMG,8
school has been recently. i want to make sure i graduate as soon as possible.,5
I have some other stuff on my mind but I don't feel like sharing. I'm stressed because I need a new job.,0
People are polluting my life with their goofy garbage.,4
work has been insanely busy and i am exhausted,3
Just trying to find another job after losing the last one. It's so hard.,3
"They have no holiday pay, 401k plans, medical, dental or anything.",3
"This week, however, has turned into one hell of a crazy week with everything piling up and my not have enough time.",2
"now that the time for leaving is drawing near, I'm starting to feel sad.",0
i got in a fight with my brother :(,6
"Due to the coronavirus, I no longer have a job, it is scary.",3
dealing with my husband's heal issues and his problems with the va is always stressful,6
"I'm upset because Bell has has his high ankle sprain injury, so he will most likely sit out.",8
My brother and I have been arguing and having disagreements at work.,6
i have a deadline that's impossible to meet.,3
idk man i feel like my life has no direction.,0
School has been really hard on all of us this year and the stress was starting to get to me.,5
"My problem is I suffer from having an extremely nosy family, especially a mother who doesn't know when butt out.",6
i'm studying for an exam and i feel like i'm running out of time,5
Kev and Shelly's dad was really sick,8
my house build - i've been continuing to run into issues with the construction manager.,1
they're cramming for their final exam.,5
i had to write a speech the other day,2
the amount of work i have to do for grad school,5
My mom gets so stressy and bitchy during the holidays and then she takes it all out on me and yells at me.,6
i'm under an unusual amount of stress here,0
My mother had asked me today to go help my uncle pack his stuff to move.,2
i use my mobile as stress buster for m problem in my life.,2
my study is to leave strees of that time,5
the tests are really gonna be important for my grades.,5
the shooting that happened today,0
The covid-19 virus,8
"family expectations, they want me to visit when they think it convenient.",6
my work situation,3
work. we have a huge going on,3
I've been feeling iffy about my graduation. I think I might be missing something.,5
Spending too much time at work and not enough time at home.,3
"My cold has got worse, and I'm all tired and headachey.",8
i have a bunch of patients that suck right now and because of it i have a bad attitude.,3
Emotional confusion and mental chaos.,0
i need a friend down here and i cant seem to find the friend im looking for.,4
My finals today were definetly stressful.,5
everything i do is a mistake.,2
My dad's brother suffers from weight related diabetes and heart condition.,6
My brother and his girlfriend broke up.,4
So my girlfriend broke up with me.,4
my post op to my knee.,8
history cause we have a chapter test tomorrow and I haven't yet.,5
The coronavirus. I think people should be more aware and better prepared.,1
"college, scholarships, and my new secret are really taking a toll on me. and",5
"so stressed stuck on traffic for one hour and a half everyday after work,",3
Online school work has been stressing me out quite a bit.,5
i have to take the exam in that class anyway. after school,5
I just don't ever feel like it's worth getting up to lie around the house all day.,1
"I must write a 5 page paper and it due Monday 6 of April, which I need help on it.",5
my job which is cool and all but it takes time to move up and the pay is lousy..,3
The stock market is tanking and its killing my retirement!,7
He's having trouble with his hand and leg right now so after the doctors appointment he'll give Jimmie an answer.,8
"the usual kids, husband's job, and house",1
"Anxiety and a restless dissatisfaction, either with circumstances or with unfulfilled physical or emotional needs are producing considerable stress.",8
i am so tired of being known as the bitch and i just keep losing friends.,4
my current on/off relationship with the person i have been dating for over a year now,4
work is pissing me off more and more everyday.,3
lack of money is stressing me out.,7
in office the work is overloaded so i am get stressed,3
Something about the repetitive nature of my job leaves me severely lacking in brain capacity by the end of the day.,3
i'm supposed to be writing an SRA and then this weekend THE FIRST OF THE MASSIVE TERM PAPERS!,5
i'm stressed out about money. i can barely pay the bills and keep food in the house.,7
I am dreading the call on Monday on whether or not they are going to total it.,7
it still bothers me...... I've just had a frustrating day.,0
"whatever it is, it takes a load of stress off of me for the time being as i go into this last week of school which is stressful enough.",5
My parents couldn't get me off the thing.,6
i am having some inner turmoil reguarding my appearance.,0
He is one who has previously ignored me at parties and not returned my phonecalls due to some problem his ex has with me.,4
"I'm under a lot of stress, and I don't think I can take all this on like I am.",0
I've been stressing over so much lately that I finally lost it.,0
"honestly i have been really stressed about my finances, i need another job..",7
I dont have any time to study which i despretely need to do since i'm not doing to good in school at the moment.,5
i have been stressed about finding a way to work from home.,3
my career,3
I can't be perfect and I do mess up here and there but always try and make things better the next time.,2
i have been having problems with being threatened by a significant other.,4
i'm worried that i've gotten myself into a very awkward situation,2
we're broke!,7
I would tell them something about work.,3
i am just frustrated being stuck at home in our small house all day,2
"I am in the last stretch of my professional school career, and things a rough!",5
"It just makes me sad to think my baby is getting older and any health ""problem"" upsets me greatly.",6
I may have broken my foot.,8
I am super bugged by being trapped in the house during quarentine!,2
my financial situation is not getting better.,7
"I feel your pain Keita, I'm also experiencing much stress and may be experiencing IBS as well as ADD so yes, I feel your pain.",8
Does the thought of marriage scare you?,2
enough money for retirement,7
"In the second year, Del wasn't able to get my gift in on time because of a family sadness.",4
I'm worried about catching COVID-19 from patients at work.,8
I need to finish my research paper.,5
I have a chronic medical problem that can't currently be cured.,8
"On the darker side of the news, I'm having severe problems with those muscle spasms again.",8
hey! i had to wait in line for my coffee at starbucks for an hour this morning so that.,1
finances are tight right now,7
"I missed my number again last week, so now it's suspension for three days without pay.",7
I think it is just a lot of stress and being soooo overwhelmed with schoolwork as well as my trip coming to an end.,5
I spent the whole day doing homework and now I don't even feel up to going to school tomorrow.,5
school and work have just been so hectic,5
I am already depressed about all the fucking homework I need to do today.,5
i am undermined by my seniors,4
"My classes are messed up entirely, and I'm not sure what is going to happen with my classes or me.",5
"With going to school, I can't really work enough to make enough money to pay for a place all by myself.",7
Girl I'm stressing out st work. Supervisor is driving me absolutely crazy!! HELP!!,3
my mom lost her job today.,6
"ugh, my boss and entire team is changing.",3
Got frustrated while workin on my math cuz well i am so lossed on wat we are doin in that class.,5
he called back n he was making me feel bad saying i had hurt his feelings the night before and so i was apologizin.,4
i have been having a hard time going to sleep.,8
i want to help a friend overseas but am unable to.,4
"We have to move so much shit over to the new house, and my mom is becoming such a bitch.",6
work projects and timelines,3
my friend being mad at me,4
"He's been too much stress for the group lately, and no one wants to hang out with him anymore.",4
My mom is extremely mad at me.,6
i have just been a little overwhelmed with all the work,3
i have been trying to sort out my manuscript,3
This whole thing has been making my life so stressful.,2
my girlfriend and i broke up almost a year ago and i'm still not over it.,4
"This corona virus, with the kids being out of school.  We are now going onto our 3 week.",8
"I'm tired, and not feeling very well.",8
"Feeling sad, feeling dejected, feeling lost, feeling confused.",0
"I've been very busy lately? I dunno, I just didn't feel like typing...",1
I had a fight with another close friend.,4
work and family,6
i do not know if i want to go back to work yet.,3
amazon turk has been really slow so i haven't been making much extra money...,2
"We are getting ready to move out of our flat, it's very hectic and I'm really stressed out because I'm worried we won't get everything out in time.",1
School is driving me nuts.,5
im sad that school is ending onli cus some of my frends r going to college.,5
eating well,8
being evicted,7
"oh,and the guidance counselors at school are complete idioits.",5
my son is failing science class,6
hi there.  my job has been stressing me out.  we are so busy.,3
"For some reason I've been feeling ill again, and that would explain why I've been so tired lately.",8
Just kind of blah. I have to work tonight and for some reason kind of stressed about it.,3
The coronavirus pandemic is taking a toll on me financially.,7
my sister's dog has fleas and my husband is having a conniption about it.,6
I have been very stressed out because of the coronavirus,8
high school is so frustrating.,5
i'm stressed out about school.,5
i am having trouble baking this cake,2
it is extremely frustrating being stuck at my current place of employment until i find something else.,3
"not having enough money to save, eat, and necessities.",7
I was feeling bad and distracted when I was already leave the place.,0
hey there! im just having trouble finding a job right now.,3
life's a bust!  i just got a speeding ticket.,2
I have a thesis chapter due next Monday. I haven't started writing it.,5
Daily grind seems to be getting at me.,1
"when people, friends, get mad at me because my schedule doesnt revolve around them.",4
my psycho ex boyfriend,4
I'm getting very paranoid after today incident.,2
"Well, that and the fact that this will be over before I know it since time flies when you're really busy.",1
"I've been really stressed out lately, if you haven't noticed. =/",0
"Ive been ""exaggerating"" things and been really insecure.",1
The degree of my addiction is sad and scary.,8
my grandmother is sick,6
"My mother got extremely angry when she heard what he said, and now my brother isn't playing for the Minutemen Flames 90 next year.",6
"Unfortunately, I have no money.",7
I think it finally sunk it that my dog of 13 years had died.,6
Cuz they take up too much time and i get way to distracted from my homework.,5
I hate all this freakin homework! and then some of my closest friends and i are going through some rough stuff.,5
i'm having a hard time at ork,3
i am concerned about work slowing down and losing hours,3
"Mine's so dysfunctional that dealing with other people's, especially when I want them to like me, is stressful.",4
"My performance at work isn't so great these days, although I don't know if my boss notices.",3
he worries about our financial situation if we get married.,7
i'm very stressed about my weight. i feel that no matter how hard i try i can't lose wei,8
"It's a very hectic, crazy, busy, stressful time for me.. Running through thousands of emotions due ot various recent situations.",0
Life hits you the hardest when you don't pay attention.,2
school is stressful and i want to drop out.,5
Now i HAVE to get a job asap to help with my payments.,7
i've been trying to lose weight and it hasn't been going well. stressful!,8
i am not making enough money i don't have enough clientele,7
I need a haircut and all the barbers are closed.,2
He's lonely and feels like he has no friends cos his roommate is mad at him too.,4
there's too much to do at work and having the kids home from school is a pain,6
It feels like I'm losing touch with a good friend lately.,4
I couldn't sleep for crap last night cause I was all scared.,8
"My car is frightening right now, And I can't afford to fix it.",7
I've been doubting myself and my decision to come here like mad this week.,0
you know what is really getting on my nerves.. having johns emotions cramping up my relationship.,0
i am struggling to find the rest of the money due to pay my electri boill for the month,7
idk i hate to say anything because his moms always on his case about it and it really gets him down.,6
my parents and i have been long been ridiculed and treated poorly by my father's family and my parents really cannot afford to pay that much.,6
then those nights when i just cry and the days when family members die and young ppl die i just wonder why.,6
recently i have really been stressed out because of my debt that i have,7
"on the subject of not affording things, it has been PAINFULLY sloooooow at work.",2
"not having a job sometimes stresses me out, but i know i can get one.",3
Worried about not being able to find a job after college,7
my job. i just wish my boss would give me the money i need.,3
I really will need an emotional pick me up.,0
It bothers me because it reminds me of my mother and I get scared.,0
my lease is ending soon,1
now a  days working tension has been increased and get more tensioned,3
"I think I've lost weight this week, its not healthy.",8
"So I have been dealing with my dogs lately, they got into a fight last week",2
"oh, you know, life crap. nothing new, always something stressing me out.",2
The economy has been stressing me out lately.,7
my dog of 12 years passed away,0
I got furloughed and now am worrying about how to take care of my kid.,3
my bosses are engaged in some serious conflict and dragging me into it,3
i have a lot that i need to do and not enough time.,1
Things are weird in my life and I just feel that im being left behind.,2
worrying about my high risk family getting sick with the covid 19 virus,6
Being quarantined because og Corona Virus,2
"Because of this, we've been very poor.",7
"So, my lil sister didn't get up and my mom blamed me.",6
my dad's been getting forgetful these last couple of years and my mom bruises easily.,6
i have been stressed about getting a promotion,3
It's stress. I need to start meditating or something.,0
I am doin some laundry I have a very busy day tomorrow and I have a feeling I am not gonna want to get out of bed.,1
i'm starting to feel disallusioned with most of my friends.,4
I studied like 5 hours and still failed my bio exam,5
My mom said that she hardly ever gets to see me and that she feels guilty for not spending time with me.,6
School has started back up.,5
"im just feeling under appreciated ya know, and super depressed.",0
Doing some homework and then work Sorry it seems like i don't have time for you but right now,5
our financial situation,7
i can't get anyone else in the tulsa lp to do anything.,3
"I've been so stressed about this new job, my musicianship, and the hurricane situation that at work I broke out with like two hives on my neck.",3
"hello, i've been stressed out a lot from work.",3
there's this thing going on at work...,3
preparing myself for my upcoming wedding.,6
money had for sure been stressing me out,7
I need to be paid more because I'm broke and I just got a bunch of bills and it makes me so sad.,7
"finals are quickly aproaching, and i am seriously worried about my grades for the first time in a very long time.",5
"Lots of trauma, lots of pain, and my father gets seriously depressed, imho, when he's sick and unable to work.",6
i think i might reconnect it.... im sick of not having a job....,3
i cannot get myself in the mindset of having to study and do schoolwork and crap.,5
my kids and their school and activities schedule.,5
i am so behind on my bills i don't want to lose my apartment.,7
"And now, if you'll excuse me, I need to go make an appointment to get my back checked out, because it's still in pain.",8
I don't know if I can handle this shit anymore this week.,1
i have been struggling to sleep,8
i need to get good grades,5
I feel a bit bad as i ahve been putting off catching up with her for a while.,4
i've been stressing over the outcome of my pregnancy and praying all will be well.,8
"work was hectic for some reason, barb was out again.",3
not being able to express myself makes me sad.,0
I'm worried now about going back to school.,5
I dont know I am just getting annoyed by my roommates.,4
financial problems and paying bills,7
getting an internship this summer..,5
"I have too much work to do, and too little time.",3
i am having money issues,7
"well, i applied for a master's degree and got denied :(",5
It was major traffic jam and people were all unwilling and stuff.,2
No wonder like I feel like I'm struggling with my identity lately...,0
"i have been worrying about finding a way to make money, without being miserable.",7
i don't know if i will have enouh money next week to buy groceries,7
i'm just not myself lately. i have been a little down since the beginning of the week.,0
work has been stressful with a lot of stock trading.,3
School is quite literally making me sick.,5
"Iran, having nukes, scares the bejesus out of me.",2
i have been stressed about paying my credit card off.,7
"today was really busy, and I'm so tired, and other than running around school all day and doing work I haven't gotten much done.",5
concentrating at work,3
"I get the feeling that no matter where I go next year for college, that I'll have to work my way through college.",5
Three tests next week and I am stressing out like crazy.,5
Things at work have been hectic and this virus is crazy,3
my job has extended my hours.,3
THE SITUATION OF A LOT OF PEOPLE BECOMING SICK ALL AROUND THE WORLD AND ME FINDING THE M,8
"just having a long work week, kind of taxing my patience.",3
i am having a difficult day today with my mother in law who suffers from dementia.,6
"these people that i work with piss me off so much. """,3
"scary! got a headache, possibly from sleep deprivation. and",8
I haven't been sleeping well lately.,8
Our finances during this pandemic,7
I'm tired and not sleeping great.,8
Work life balance is killing me,3
"I fucking hate gaining weight, I hate being bloated, and tired all the freaking time, I hate this.",8
People at my school suck.,5
just a big fuck you to everyone that doubts me.,4
hi dr..i just so stressful due to my project work.because the dead line is over .,3
we might not get all the data entered by the deadline,3
"All I ever wanted to do was help, so when I constantly had to be pushed aside because she was always under so much stress, it kinda stressed ME out.",4
the amount of bills.,7
"I'm trying to fight it, to overcome it, to accept head on the events on the horizon.",0
i think my dog is dying.,0
hopefully i'll get all my christmas shopping done..that's been a very stressful situation for me this year.,1
i have my evaluation at work,3
life as a whole,2
My mom had her cognitive assessment and they think she might have dementia.,6
When she woke up she had a splitting headache and she couldn't remember anything.,8
I feel like a bad person XD And I am sore and tired and I have a headache,8
i had a stress in deciding a meal. give me some suggestions.,1
too many interruptions all day,1
" whenever I think I've made progress, something always comes back to me feel insecure...",0
my company may be acquired by another company,3
Hypochondriac:: I don't feel so good right now... Insecure:: When I'm having an off day this usually shows up.,0
hoping to beat the crazy shoppers that go shopping on black friday by shopping online,2
I am stressing about paying my bills and feeding my family,7
i am stressed at work because my hours got cut,3
"I've got a crappy cold, and with colds comes irritability and muscle pain.",8
i have been stressed about work. i want to be busy and i'm not.,3
when you make your friends your life shit with your family gets mad fucked up.,4
It's been exhausting trying to maintain a normal day when your mind is consumed with one thought.,0
School have been rather stressful and hectic lately.,5
I am worried about not able to go out and shop because of increasing Covid-19 cases,8
my sister-in-law has been diagnosed with ovarian cancer,6
 i have a lot of stuff that i've been worrying about lately and i cant make myself stop.,0
my co worker has been picking on me,3
"honestly, my job has been super stressful",3
"Math test was today, I don't think I did too well.",5
"Although I am still in school, I am trying to graduate early and get out of this death trap.",5
i had to take my car into the shop and was expensive.,7
I'm attending a dinner party tomorrow night and I'm completely stumped for what to give as a gift to the hostess.,4
The health pandemic that is effecting everyone. To health and financial its horrible.,7
My fucking idiot of a brother.. IS IN JAIL AGAIN,6
The kids being home all the time. Everyone being hone all day is driving each other craz,6
"not landing a job after 300 appied, unreal really",3
"I treat my mom SO badly, thats why I'm over there almost every weekend to visit her and make sure she's ok",6
"we aren't even talking my close friends from danny's studio yet, because i don't say goodbye to them for awhile.",4
my dog has cancer. she's doing okay now but i'm worried about it.,0
Grr..some reason when I got home today I was depressed AGAIN.,0
i'm so stressed out i burned my pizza,2
"i'm sick of school, and how stressful this last week is going to be.",5
I seem discontent with my life as a whole lately.,0
currently my relationship but i'm working on it.,4
"My god, war majorly frightens me.",2
I have been really stressing about the coronavirus.,2
corona,2
please arrange a party to reduce my stress,2
i'm not good at cooking but must cook sunday dinner.,2
work and money. it is that simple.,2
Seeing them talk about the house and where things would go made my day and reminded me why I am killing myself with this schedule this week.,2
"my mother still tries to tell me what to do, even though i'm an adult.",6
"two, The dog gets super sad and misss her daddy.",2
The COVID-19 Pandemic conditions seem to be worsening.,2
Being stuck inside due to the coronavirus,1
The Coronavirus and staying home,8
I'm sooo pissed off cuz I can't go home and my bf misses me and our son and he can't see us.,6
Often times these places are stressful to work for and the staff and volunteers feel a lot of emotional stress.,3
A situation that has been stressing me out is the coronavirus.,0
I lost my job because of the Coronavirus pandemic.,3
i've been stressed about not being able to find a job.,7
"gostylo had to drive me how and such and i felt so bad because she like, chauffered me to different doctors all afternoon.",2
i went to work but the door was locked?,3
"My future, my current state of mind.",1
"Doing well, a recent situation that's been stressing me out for sure Covid-19",8
"My car does not understand ""right of way,"" and neither do my slowed reflexes after a tiresome day at work.",2
a friendship,4
Tom and I are having relationship problems.,4
"i feel jealous of other girls, and worried my husband might be attracted to them.",4
"There's always some reason to feel not good enough, and it's hard, at the end of the day.",0
"Being so busy I feel like I have lost my spiritual sense, or a sense of myself.",0
i am not feeling well,8
i am taking 18 credits this semester.,5
"Argh, don't have the AMR measure for submission yet.",2
I'm sick and tired of always having to defend it.,0
I've been worrying a lot about coronavirus lately and vulnerable family members,6
"As often happens when I'm upset, I began cleaning my room with a desperate look in my eye.",1
"I think I'm going to take the math placement test tomorrow, and I'm kinda nervous about that.",5
Lately I've been frustrated by the day job.,3
i am not able to get my laptop to start.,5
I either sleep too much or I'm up all night like I am now trying to find a way to make myself tired.,8
"It's shitty. also, not to mention the no money and ability to do anything cause of my huge amounts of debt.",7
it's complete traffic bottleneck.,2
oh not much. just miss my ex a lot more than i thought,0
School was hella hectic there towards the end.,5
"The corona virus outbreak, the uncertainty of it all is overwhelming sometimes.",8
pandemic is scary,2
The uncertainty of the economy,2
theres too many people and home and not enough space,6
Trying to navigate my state's unemployment website!,7
So with all the stress and everything going on I worry a lot.,2
school has been very stressful right now.,5
My work has been stressing me lately. I now have to work from home,3
i think im just stressed and sick of school.,5
Not my fault you can't afford to pay your bills.,7
i was talking to me. x and i told him what was on my mind.,4
i'm stressed out thinking about work.,3
omg i need to go back to school!,5
jealous girlfriends get on my nerves,4
i'm trying to start my own online sales business and the sales are very low lately.,3
It seems like everything I've worked for lately is just falling apart.,1
"I haven't been making as much money as I need, and I'm working hard.",7
I'm whiney right now and I'm sure its not going to get better when I get to work.,3
I am still having a terrible time working myself up to doing this assignment.,5
my stomach hurts,8
"loss, of a loved one, or a friend's loved one and not being able to assist.l",6
"I've taken time to do a lot of thinking, and a lot of things have changed in my mind. I think it's for the better, but we'll see.",0
i have been stressed out over money. i left my job to be able to stay with my children.,7
driving 2 work really sucks,3
I have been stressing out about trying to get my son to do his homework.,6
"school, work, friends",5
"I finished shifting in one section earlier this week, and unfortunately can do no more because there aren't enough shelves to go around.",2
"just stressed about work and stuff, driving me nuts",3
"I've become so apathetic with my work lately, it's kind of scary.",3
its been tough at work,3
one of my workers had been slacking off.,3
"I've been stressed about the current coronavirus, its been tough to stay at home",8
i have been stressing a lot about my failing relationship with my girl.,4
the traffic was so bad.,2
"So we'll probably end up drinking way too much and both getting sick, which is usually what happens.",8
"I was sooo frustrated. Because okay, it's stressful enough to be responsible for finding almost everything all week.",1
not having enough staff to complete the job and therefore no money coming in.,7
Been going crazy because of my parents I really dislike them a lot.,6
"You are an emotionally complex group, and you can be prone to some very strange behavior.",0
"I have an upcoming medical procedure, and I am worried about it.",8
deadline,3
being so tight on money also made their realtionship hard.,7
"every time I think I'm getting over the whole work thing, something brings me down.",3
it's been a rough week at work!,3
i have been wanting to find another job for some time now,3
I'm so tired of having to explain myself.,0
Now I need to start studying for my finals.,5
Corona virus... it's just non stop. What about you?,8
i spend alot of my time at work worrying about kids like this.,0
Totaled car means no car means another car means huge ridiculous payments that I really cant afford.,7
"My back aches, my chest, my legs, my arms.",8
the coronavirus situation taking away my gigs,3
Thinking about the virus,4
"Work is beastly, I'm really struggling to have any enthusiasm for my job anymore.",3
I feel like this corona virus situation is going to last forever.,0
Trying to homeschool my son is really stressing me out,6
So then I was still sick on tuesday and I couldn't eat or drink or anything because I was just so sick feeling and tired and drained.,8
dealing with finding a daycare for my daughter,6
"At this point, I was very upset and worried about my work plans during school.",3
school and work are both super stressful.,3
the coronavirus,8
when i got home i got all stressed out again.,6
I am having some issues with my girlfriend at home not giving me space.,4
well the stress of choosing what to eat. i wake up int the morning and find it difficult,1
I need to do well in school.,5
Not being able to provide for my grandmother,6
i can't decide what to cook,1
i've been stressing over how to plan a dinner party,4
my wash machine broke. another one is $499.,7
probablly from being so stressed out lately.,2
our president is sick and he needs to be removed from office,2
"I had an argument with my mom, and now I feel all sad and squishy.",6
"I will not be attending school tomorrow, im not up for it, i have to much on my mind and too much home work i havent completed!",5
"ive been really stressed out lately, im not really sure which way my life is going.",0
i have too many things on my plate at work.,3
stress is very loss of my business earnings.,7
i get paid slave wages on mturk and am being evicted.,7
I'm getting really frustrated that I'm not able to talk to Uni friends enough.,4
"I already have been studying for about a week now, but I'm just worried cause it's all unknowns and I think it might be really tough.",5
I haven't been feeling well the past week but I think I'm over it for the most part.,8
so my sickness has proceedingly gotten worse.,8
I feel stressed about losing income over COVID-19,7
just had to spend a ton of money fixing our plumbing,7
there is not enough coverage at work and i have been doing the work of 2,3
"My financial situation, as shaky as it already is, probably couldn't handle a huge premium hike let alone getting dropped by my insurance company.",7
Life in general and everything about it. How much do you want to hear?,0
"I'm really not liking my job, I'm extremely in debt.",3
I'm sick and I'm tired and I've been trying so hard to keep it all together.,0
I am unable to travel to see family,6
My old friend Rachel Snyder was in the hospital with tuberculosis.,8
i don't know if i'll have a job next year.,3
Everything that's happening with corona virus is making me nervous.,8
All this school work is driving me crazy.,5
I wish I could start my new job sooner than the 6th.  I NEED MONEY!,7
am debating order dinner but dont really want to eat. fuck it,1
I can't get myself to study or even do the homework for it anymore.,5
I've been having trouble concentrating on work lately.,3
One of the things I was most worried about was losing friends,4
Asked me some questions about Reza and now I KNOW he's in deep trouble.,4
"work, can't stand these lazy kids i work with.",3
trying to find a better job,3
im more sad that i dont have a new job to start.,3
i have to prep for interviews,3
I'm feeling like my life is one big waste lately.,0
The world as it is right now.,2
I'm worried about not having enough money to pay the bills,7
problem at work and school,3
so of course my mom gets all depressed and stuff and she takes it out on me.,6
i am really confused and frankly quite frusterated with parts of my life.,7
"it makes me sad hearing about my friends and their disappointments, it makes me bad because i can't help them the way they need.",4
I still don't know what I want to do with my life and it's worrying me.,0
I upset my mum too because she wants to help and all I do is get angry and then cry and then I think we both feel guilty.,6
my bank account is running out of money.,7
My friends worry about me; I don't look like myself.,4
I am tired of losing money.,7
i'm stressed about how my boss treats me,3
hi! i'd like to thank you as well for texting. i am stressed because i don't have money.,7
the management at work is causing a lot of stress on me.,3
what sucks though is i have a huge head ache. probably due to lack of sleep,8
I'm so sick of this house and having to deal with my parents all the time.,6
my boss worked me more hours then i am capable of,3
"Tomorrow is Christmas Eve, I have to spend it with my step family who I can't stand.",6
It's not cool that your fiance cheats on you and mentally absues you.,4
my client's mom cancelled on wednesdays. idk how i will make up the time.,3
ON TOP of all this emotional stress that been hiding inside of me ive been dealing with MAJOR stress about the play.,0
"I suppose it is just a lot of stress, but over what?",0
I'm trying not to go on every day.,2
im just super tired and trying to stay awake while on this call but it is not easy.,8
my budget is really tight.,7
"I'm trying really hard though, to find my place, to find my stance on this matter.",2
"I feel so out of place with the group, I kind of wished that I would say more, but what I say I fear won't be accepted by the group.",4
"Bad, Im struggling so badly right now life sucks and now my mom and dad have to make me feel worse.",6
"Something with work and my best friend is going down, and i need someone to call and say my grandfather died.",3
My relationship with my best friend. I like him.,4
